Unnamed: 0	sub_id	ses_id	block_no	trial_no	phase_type	phase_no	phase_length	trialInPhase_no	phase_type_order	color_left	color_right	color1	color2	position1	position2	prob1	prob2	mag1	mag2	ev1	ev2	outcome1	outcome2	prob_left	prob_right	mag_left	mag_right	ev_left	ev_right	reward_validity	resp_time	resp_key	timeout	choice_side	choice	ev_corr_resp	ev_correct	prob_corr_resp	prob_correct	mag_corr_resp	mag_correct	high_prob	high_prob_side	high_prob_color	low_prob_color	no_brain	reward	name	version	proj_id	logFileID
0	11	1	1	1	stable	1	200	1	sv	brown	green	brown	green	left	right	0.7	0.30000000000000004	6	2	4.199999999999998	0.6000000000000001	1	0	0.7	0.30000000000000004	6	2	4.199999999999998	0.6000000000000001	valid	1.0663845659983051	51200	0	0	1	51200	1	51200	1	51200	1	0.7	51200	brown	green	1	6	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
1	11	1	1	2	stable	1	200	2	sv	brown	green	brown	green	left	right	0.7	0.30000000000000004	6	2	4.199999999999998	0.6000000000000001	0	1	0.7	0.30000000000000004	6	2	4.199999999999998	0.6000000000000001	invalid	0.7164868559993921	51200	0	0	1	51200	1	51200	1	51200	1	0.7	51200	brown	green	1	0	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
2	11	1	1	3	stable	1	200	3	sv	green	brown	brown	green	right	left	0.7	0.30000000000000004	2	10	1.4	3.0000000000000004	1	0	0.30000000000000004	0.7	10	2	3.0000000000000004	1.4	valid	1.6328872160011088	51200	0	0	2	51200	1	53248	0	51200	1	0.7	53248	brown	green	0	0	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
3	11	1	1	4	stable	1	200	4	sv	green	brown	brown	green	right	left	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	0	1	0.30000000000000004	0.7	2	4	0.6000000000000001	2.8	invalid	0.9164412259997334	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	brown	green	1	0	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
4	11	1	1	5	stable	1	200	5	sv	green	brown	brown	green	right	left	0.7	0.30000000000000004	6	2	4.199999999999998	0.6000000000000001	0	1	0.30000000000000004	0.7	2	6	0.6000000000000001	4.199999999999998	invalid	0.7998123649995249	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	brown	green	1	0	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
5	11	1	1	6	stable	1	200	6	sv	green	brown	brown	green	right	left	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	1	0	0.30000000000000004	0.7	2	4	0.6000000000000001	2.8	valid	1.3829615680006102	51200	0	0	2	53248	0	53248	0	53248	0	0.7	53248	brown	green	1	0	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
6	11	1	1	7	stable	1	200	7	sv	green	brown	brown	green	right	left	0.7	0.30000000000000004	6	4	4.199999999999998	1.2000000000000002	0	1	0.30000000000000004	0.7	4	6	1.2000000000000002	4.199999999999998	invalid	0.6498494109982857	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	brown	green	1	0	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
7	11	1	1	8	stable	1	200	8	sv	green	brown	brown	green	right	left	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	0	1	0.30000000000000004	0.7	2	4	0.6000000000000001	2.8	invalid	0.9997471210008372	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	brown	green	1	0	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
8	11	1	1	9	stable	1	200	9	sv	brown	green	brown	green	left	right	0.7	0.30000000000000004	10	2	7.0	0.6000000000000001	1	0	0.7	0.30000000000000004	10	2	7.0	0.6000000000000001	valid	1.366296988002432	51200	0	0	1	51200	1	51200	1	51200	1	0.7	51200	brown	green	1	10	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
9	11	1	1	10	stable	1	200	10	sv	green	brown	brown	green	right	left	0.7	0.30000000000000004	4	6	2.8	1.8000000000000005	1	0	0.30000000000000004	0.7	6	4	1.8000000000000005	2.8	valid	0.7664905300007376	53248	0	1	1	53248	1	53248	1	51200	0	0.7	53248	brown	green	0	4	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
10	11	1	1	11	stable	1	200	11	sv	green	brown	brown	green	right	left	0.7	0.30000000000000004	6	2	4.199999999999998	0.6000000000000001	0	1	0.30000000000000004	0.7	2	6	0.6000000000000001	4.199999999999998	invalid	0.716498991001572	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	brown	green	1	0	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
11	11	1	1	12	stable	1	200	12	sv	brown	green	brown	green	left	right	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	1	0	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	valid	1.6995279239999943	51200	0	0	1	51200	1	51200	1	51200	1	0.7	51200	brown	green	1	4	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
12	11	1	1	13	stable	1	200	13	sv	green	brown	brown	green	right	left	0.7	0.30000000000000004	10	2	7.0	0.6000000000000001	1	0	0.30000000000000004	0.7	2	10	0.6000000000000001	7.0	valid	0.6831751380013884	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	brown	green	1	10	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
13	11	1	1	14	stable	1	200	14	sv	green	brown	brown	green	right	left	0.7	0.30000000000000004	2	2	1.4	0.6000000000000001	1	0	0.30000000000000004	0.7	2	2	0.6000000000000001	1.4	valid	0.7498166339973977	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	brown	green	0	2	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
14	11	1	1	15	stable	1	200	15	sv	brown	green	brown	green	left	right	0.7	0.30000000000000004	2	10	1.4	3.0000000000000004	1	0	0.7	0.30000000000000004	2	10	1.4	3.0000000000000004	valid	1.4162937340006465	53248	0	1	2	53248	1	51200	0	53248	1	0.7	51200	brown	green	0	0	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
15	11	1	1	16	stable	1	200	16	sv	brown	green	brown	green	left	right	0.7	0.30000000000000004	4	6	2.8	1.8000000000000005	0	1	0.7	0.30000000000000004	4	6	2.8	1.8000000000000005	invalid	0.999738933998742	51200	0	0	1	51200	1	51200	1	53248	0	0.7	51200	brown	green	0	0	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
16	11	1	1	17	stable	1	200	17	sv	green	brown	brown	green	right	left	0.7	0.30000000000000004	2	4	1.4	1.2000000000000002	1	0	0.30000000000000004	0.7	4	2	1.2000000000000002	1.4	valid	1.166359298000316	51200	0	0	2	53248	0	53248	0	51200	1	0.7	53248	brown	green	0	0	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
17	11	1	1	18	stable	1	200	18	sv	green	brown	brown	green	right	left	0.7	0.30000000000000004	10	2	7.0	0.6000000000000001	1	0	0.30000000000000004	0.7	2	10	0.6000000000000001	7.0	valid	0.6664996930012421	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	brown	green	1	10	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
18	11	1	1	19	stable	1	200	19	sv	brown	green	brown	green	left	right	0.7	0.30000000000000004	2	6	1.4	1.8000000000000005	1	0	0.7	0.30000000000000004	2	6	1.4	1.8000000000000005	valid	1.2663487819991133	53248	0	1	2	53248	1	51200	0	53248	1	0.7	51200	brown	green	0	0	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
19	11	1	1	20	stable	1	200	20	sv	brown	green	brown	green	left	right	0.7	0.30000000000000004	6	4	4.199999999999998	1.2000000000000002	0	1	0.7	0.30000000000000004	6	4	4.199999999999998	1.2000000000000002	invalid	0.6331838839978445	51200	0	0	1	51200	1	51200	1	51200	1	0.7	51200	brown	green	1	0	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
20	11	1	1	21	stable	1	200	21	sv	green	brown	brown	green	right	left	0.7	0.30000000000000004	10	2	7.0	0.6000000000000001	1	0	0.30000000000000004	0.7	2	10	0.6000000000000001	7.0	valid	0.5498821430010139	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	brown	green	1	10	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
21	11	1	1	22	stable	1	200	22	sv	green	brown	brown	green	right	left	0.7	0.30000000000000004	6	2	4.199999999999998	0.6000000000000001	0	1	0.30000000000000004	0.7	2	6	0.6000000000000001	4.199999999999998	invalid	0.5832023429975379	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	brown	green	1	0	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
22	11	1	1	23	stable	1	200	23	sv	brown	green	brown	green	left	right	0.7	0.30000000000000004	6	2	4.199999999999998	0.6000000000000001	1	0	0.7	0.30000000000000004	6	2	4.199999999999998	0.6000000000000001	valid	0.6165169930027332	51200	0	0	1	51200	1	51200	1	51200	1	0.7	51200	brown	green	1	6	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
23	11	1	1	24	stable	1	200	24	sv	brown	green	brown	green	left	right	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	1	0	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	valid	0.6165138020005543	51200	0	0	1	51200	1	51200	1	51200	1	0.7	51200	brown	green	1	4	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
24	11	1	1	25	stable	1	200	25	sv	green	brown	brown	green	right	left	0.7	0.30000000000000004	4	6	2.8	1.8000000000000005	1	0	0.30000000000000004	0.7	6	4	1.8000000000000005	2.8	valid	0.8997677150000527	51200	0	0	2	53248	0	53248	0	51200	1	0.7	53248	brown	green	0	0	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
25	11	1	1	26	stable	1	200	26	sv	brown	green	brown	green	left	right	0.7	0.30000000000000004	6	4	4.199999999999998	1.2000000000000002	0	1	0.7	0.30000000000000004	6	4	4.199999999999998	1.2000000000000002	invalid	0.5998545490001561	51200	0	0	1	51200	1	51200	1	51200	1	0.7	51200	brown	green	1	0	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
26	11	1	1	27	stable	1	200	27	sv	brown	green	brown	green	left	right	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	0	1	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	invalid	1.1830267190016457	53248	0	1	2	51200	0	51200	0	51200	0	0.7	51200	brown	green	1	2	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
27	11	1	1	28	stable	1	200	28	sv	brown	green	brown	green	left	right	0.7	0.30000000000000004	6	4	4.199999999999998	1.2000000000000002	1	0	0.7	0.30000000000000004	6	4	4.199999999999998	1.2000000000000002	valid	0.7498260840002331	53248	0	1	2	51200	0	51200	0	51200	0	0.7	51200	brown	green	1	0	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
28	11	1	1	29	stable	1	200	29	sv	green	brown	brown	green	right	left	0.7	0.30000000000000004	2	10	1.4	3.0000000000000004	0	1	0.30000000000000004	0.7	10	2	3.0000000000000004	1.4	invalid	0.6331772189987532	51200	0	0	2	51200	1	53248	0	51200	1	0.7	53248	brown	green	0	10	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
29	11	1	1	30	stable	1	200	30	sv	green	brown	brown	green	right	left	0.7	0.30000000000000004	2	10	1.4	3.0000000000000004	1	0	0.30000000000000004	0.7	10	2	3.0000000000000004	1.4	valid	0.4832212069995876	51200	0	0	2	51200	1	53248	0	51200	1	0.7	53248	brown	green	0	0	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
30	11	1	1	31	stable	1	200	31	sv	brown	green	brown	green	left	right	0.7	0.30000000000000004	10	2	7.0	0.6000000000000001	1	0	0.7	0.30000000000000004	10	2	7.0	0.6000000000000001	valid	0.6831621389974316	51200	0	0	1	51200	1	51200	1	51200	1	0.7	51200	brown	green	1	10	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
31	11	1	1	32	stable	1	200	32	sv	green	brown	brown	green	right	left	0.7	0.30000000000000004	6	4	4.199999999999998	1.2000000000000002	1	0	0.30000000000000004	0.7	4	6	1.2000000000000002	4.199999999999998	valid	0.666510074002872	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	brown	green	1	6	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
32	11	1	1	33	stable	1	200	33	sv	brown	green	brown	green	left	right	0.7	0.30000000000000004	4	6	2.8	1.8000000000000005	1	0	0.7	0.30000000000000004	4	6	2.8	1.8000000000000005	valid	0.7997981279986561	51200	0	0	1	51200	1	51200	1	53248	0	0.7	51200	brown	green	0	4	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
33	11	1	1	34	stable	1	200	34	sv	brown	green	brown	green	left	right	0.7	0.30000000000000004	2	6	1.4	1.8000000000000005	1	0	0.7	0.30000000000000004	2	6	1.4	1.8000000000000005	valid	0.9164252499977009	53248	0	1	2	53248	1	51200	0	53248	1	0.7	51200	brown	green	0	0	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
34	11	1	1	35	stable	1	200	35	sv	brown	green	brown	green	left	right	0.7	0.30000000000000004	2	4	1.4	1.2000000000000002	1	0	0.7	0.30000000000000004	2	4	1.4	1.2000000000000002	valid	1.0497268010003609	51200	0	0	1	51200	1	51200	1	53248	0	0.7	51200	brown	green	0	2	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
35	11	1	1	36	stable	1	200	36	sv	green	brown	brown	green	right	left	0.7	0.30000000000000004	2	2	1.4	0.6000000000000001	1	0	0.30000000000000004	0.7	2	2	0.6000000000000001	1.4	valid	0.9664237010001672	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	brown	green	0	2	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
36	11	1	1	37	stable	1	200	37	sv	brown	green	brown	green	left	right	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	1	0	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	valid	0.6831640609998431	51200	0	0	1	51200	1	51200	1	51200	1	0.7	51200	brown	green	1	4	ml	2.7.3	lorasick	sub-11_ses-01_task-ml_proj-lorasick_2021-02-23-14-11-26.323975
