Unnamed: 0	sub_id	ses_id	block_no	trial_no	phase_type	phase_no	phase_length	trialInPhase_no	phase_type_order	color_left	color_right	color1	color2	position1	position2	prob1	prob2	mag1	mag2	ev1	ev2	outcome1	outcome2	prob_left	prob_right	mag_left	mag_right	ev_left	ev_right	reward_validity	resp_time	resp_key	timeout	choice_side	choice	ev_corr_resp	ev_correct	prob_corr_resp	prob_correct	mag_corr_resp	mag_correct	high_prob	high_prob_side	high_prob_color	low_prob_color	no_brain	reward	name	version	proj_id	logFileID
0	1	2	1	1	volatile	1	20	1	vs	green	brown	brown	green	right	left	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	0	1	0.30000000000000004	0.7	2	4	0.6000000000000001	2.8	invalid	0.9497532530003808	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	brown	green	1	0	ml	2.7.3	lorasick	sub-01_ses-02_task-ml_proj-lorasick_2020-10-23-14-19-57.666927
1	1	2	1	2	volatile	1	20	2	vs	green	brown	brown	green	right	left	0.7	0.30000000000000004	2	2	1.4	0.6000000000000001	1	0	0.30000000000000004	0.7	2	2	0.6000000000000001	1.4	valid	0.43324274599945056	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	brown	green	0	2	ml	2.7.3	lorasick	sub-01_ses-02_task-ml_proj-lorasick_2020-10-23-14-19-57.666927
2	1	2	1	3	volatile	1	20	3	vs	brown	green	brown	green	left	right	0.7	0.30000000000000004	6	4	4.199999999999998	1.2000000000000002	1	0	0.7	0.30000000000000004	6	4	4.199999999999998	1.2000000000000002	valid	0.3999096270017617	51200	0	0	1	51200	1	51200	1	51200	1	0.7	51200	brown	green	1	6	ml	2.7.3	lorasick	sub-01_ses-02_task-ml_proj-lorasick_2020-10-23-14-19-57.666927
3	1	2	1	4	volatile	1	20	4	vs	brown	green	brown	green	left	right	0.7	0.30000000000000004	2	2	1.4	0.6000000000000001	1	0	0.7	0.30000000000000004	2	2	1.4	0.6000000000000001	valid	0.41656869600046775	51200	0	0	1	51200	1	51200	1	53248	0	0.7	51200	brown	green	1	2	ml	2.7.3	lorasick	sub-01_ses-02_task-ml_proj-lorasick_2020-10-23-14-19-57.666927
4	1	2	1	5	volatile	1	20	5	vs	brown	green	brown	green	left	right	0.7	0.30000000000000004	4	6	2.8	1.8000000000000005	0	1	0.7	0.30000000000000004	4	6	2.8	1.8000000000000005	invalid	0.5498643960017944	51200	0	0	1	51200	1	51200	1	53248	0	0.7	51200	brown	green	0	0	ml	2.7.3	lorasick	sub-01_ses-02_task-ml_proj-lorasick_2020-10-23-14-19-57.666927
5	1	2	1	6	volatile	1	20	6	vs	green	brown	brown	green	right	left	0.7	0.30000000000000004	6	2	4.199999999999998	0.6000000000000001	0	1	0.30000000000000004	0.7	2	6	0.6000000000000001	4.199999999999998	invalid	0.3999179079983151	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	brown	green	1	0	ml	2.7.3	lorasick	sub-01_ses-02_task-ml_proj-lorasick_2020-10-23-14-19-57.666927
6	1	2	1	7	volatile	1	20	7	vs	brown	green	brown	green	left	right	0.7	0.30000000000000004	6	6	4.199999999999998	1.8000000000000005	1	0	0.7	0.30000000000000004	6	6	4.199999999999998	1.8000000000000005	valid	0.3832465699997556	51200	0	0	1	51200	1	51200	1	53248	0	0.7	51200	brown	green	1	6	ml	2.7.3	lorasick	sub-01_ses-02_task-ml_proj-lorasick_2020-10-23-14-19-57.666927
7	1	2	1	8	volatile	1	20	8	vs	brown	green	brown	green	left	right	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	1	0	0.7	0.30000000000000004	4	2	2.8	0.6000000000000001	valid	0.7164789759990526	51200	0	0	1	51200	1	51200	1	51200	1	0.7	51200	brown	green	1	4	ml	2.7.3	lorasick	sub-01_ses-02_task-ml_proj-lorasick_2020-10-23-14-19-57.666927
8	1	2	1	9	volatile	1	20	9	vs	green	brown	brown	green	right	left	0.7	0.30000000000000004	6	4	4.199999999999998	1.2000000000000002	1	0	0.30000000000000004	0.7	4	6	1.2000000000000002	4.199999999999998	valid	0.6331874290008273	53248	0	1	1	53248	1	53248	1	53248	1	0.7	53248	brown	green	1	6	ml	2.7.3	lorasick	sub-01_ses-02_task-ml_proj-lorasick_2020-10-23-14-19-57.666927
9	1	2	1	10	volatile	1	20	10	vs	green	brown	brown	green	right	left	0.7	0.30000000000000004	2	10	1.4	3.0000000000000004	1	0	0.30000000000000004	0.7	10	2	3.0000000000000004	1.4	valid	0.8497724119988561	51200	0	0	2	51200	1	53248	0	51200	1	0.7	53248	brown	green	0	0	ml	2.7.3	lorasick	sub-01_ses-02_task-ml_proj-lorasick_2020-10-23-14-19-57.666927
